item_id;vectors
1611;-0.13821088|0.093223006|-0.13007352|-0.11981088|0.08001162|0.19751291|-0.18073048|0.047973417|-0.12122384|0.013159893|0.16629708|-0.115598604|-0.1859766|0.0944023|-0.08796172|-0.14241101|0.1668278|-0.09107171|0.120825045|-0.033897724|0.015764937|0.19855711|0.10330419|0.071401015|-0.15771523|0.18231021|0.020456191|0.18356612|-0.055113606|0.048465304|-0.19763198|-0.056532543|0.11072096|-0.18237755|-0.16739456|0.027998377|0.044869285|-0.10682393|-0.18392141|0.13556997|-0.040556263|0.105090044|-0.11827752|0.010897398|0.059843652|0.1822687|0.1430166|-0.12908062|-0.10512346|0.07792411|0.100843936|-0.115777954|-0.10362884|-0.18813416|-0.16252641|-0.034378164|0.15115045|0.04125663|-0.2161323|-0.16415149|-0.13435243|0.1521171|-0.1086397|-0.16937886|0.13489869|-0.18620846|-0.16866231|-0.1200259|-0.22007072|0.06769512|-0.19191338|0.14039423|-0.11233845|0.006258566|-0.16601722|-0.13296278|-0.14991467|0.046921127|-0.108205974|0.19742833|-0.18176219|-0.029694483|-0.08346319|0.22227086|0.049886726|0.053999797|-0.098811045|-0.15835841|0.16956577|0.15469407|0.13226411|-0.12405917|0.1417416|0.2380511|-0.09946274|0.016073182|0.13147804|0.084215924|-0.094179906|0.057162415
1612;-0.17748854|0.014968429|-0.10941565|-0.20398128|0.06081551|0.18669593|-0.18130116|-0.043571755|-0.12669557|0.05231207|0.102534875|-0.20011498|-0.24648657|0.07799938|-0.15176784|-0.2004028|0.14428422|-0.18046352|0.23364422|-0.1301969|0.046971604|0.109346434|0.11386208|0.11951226|-0.14348115|0.14740089|0.030529955|0.19114041|-0.052270778|0.017159112|-0.2107351|-0.057291836|0.17164338|-0.106536716|-0.2084318|-0.016576987|0.11313464|-0.125413|-0.18745483|0.100942306|-0.11171859|0.08680542|-0.14786454|0.07293585|0.079077795|0.2334431|0.2320251|-0.058209628|-0.21134354|0.082861274|0.1299062|-0.107243314|-0.007175252|-0.1374257|-0.1465248|-0.0006837994|0.10009529|0.08835448|-0.19023709|-0.23544608|-0.15230961|0.16259463|-0.11331093|-0.15516676|0.13222119|-0.19096689|-0.15461317|-0.13266641|-0.14250812|0.07309508|-0.17446232|0.11729564|-0.100722775|-0.09848456|-0.18768051|-0.16403535|-0.15762463|0.08751198|-0.19413513|0.14659014|-0.18840343|-0.17379501|-0.14158644|0.14239904|0.15957479|0.13128825|-0.1666302|-0.13514295|0.14725503|0.2665292|0.19125478|-0.12458901|0.08184101|0.20942314|-0.17482646|-0.025604323|0.078437164|0.116684556|-0.123784065|0.12160313
1613;-0.14576875|0.047773752|-0.1437881|-0.17636684|0.079144746|0.19728144|-0.16082115|0.030174993|-0.20610672|0.034932673|0.13132893|-0.17767686|-0.20346342|0.117959216|-0.1480037|-0.14250636|0.080864765|-0.17693037|0.22820987|-0.073083654|-0.027632017|0.16915019|0.104172066|0.07293042|-0.09740111|0.23620617|-0.014141031|0.11213988|-0.11387521|0.007968992|-0.16914222|-0.08020239|0.1845257|-0.21773171|-0.21837342|-0.05851611|0.032420292|-0.10545515|-0.16347712|0.11256956|-0.09621731|0.13831483|-0.21025139|0.044636216|0.18953326|0.13741909|0.16714622|-0.11627304|-0.11550508|0.13696176|0.101721235|-0.18798907|-0.116622604|-0.107118234|-0.22864318|-0.11798831|0.13202442|-0.0011285245|-0.12128429|-0.23332722|-0.1877278|0.1734363|-0.19197382|-0.18800318|0.07051951|-0.156463|-0.15454806|-0.2366932|-0.2550157|0.09134601|-0.13975926|0.16858387|-0.074589394|-0.06620804|-0.15261321|-0.10767944|-0.09827549|0.12978168|-0.12396203|0.20430046|-0.17074825|-0.18421198|-0.13117304|0.1283305|0.17224282|0.08345601|-0.16265465|-0.20931128|0.10277764|0.27976528|0.1365302|-0.16108143|0.13471252|0.19558723|-0.1506866|0.028747302|0.12644309|0.1491711|-0.08737807|0.07050147
1614;-0.21543787|0.057866026|-0.114422284|-0.19057536|-0.012817763|0.20200591|-0.14718059|0.055446465|-0.1821008|0.07730818|0.11974094|-0.17184906|-0.18011716|0.13272655|-0.1648279|-0.13940686|0.12618248|-0.083658546|0.17112195|-0.0073518753|-0.024086736|0.18201344|0.12444916|0.053772278|-0.101955265|0.18244578|-0.011304069|0.038384795|-0.13673015|0.022201736|-0.22297114|-0.056250688|0.12884726|-0.13506657|-0.18799461|0.0085710175|0.092883274|-0.056604095|-0.13564035|0.10541647|-0.028321285|0.0941578|-0.13734952|0.09145744|0.1577368|0.09631494|0.19787186|-0.057512198|-0.20042822|0.1596439|0.077451125|-0.15813619|-0.08986813|-0.08545605|-0.20741361|-0.029622197|0.13765165|0.019032126|-0.23661965|-0.24025609|-0.18774192|0.119447075|-0.19927959|-0.14497864|0.07319389|-0.16525465|-0.14065644|-0.14094529|-0.22065428|0.19883823|-0.17335697|0.14140807|-0.15616766|-0.018038165|-0.119280204|-0.07757331|-0.13569668|0.107648514|-0.16301394|0.11073067|-0.19053084|-0.10749382|-0.08749632|0.23618858|0.15598835|0.06908539|-0.1455555|-0.12939364|0.24483559|0.1703512|0.16721879|-0.13848385|0.088731915|0.23978744|-0.0701648|-0.046227142|0.14528596|0.114421815|-0.11363111|0.09231006
1615;-0.21688548|0.065655485|-0.18607467|-0.12345376|0.09918409|0.24963485|-0.23339564|0.06973377|-0.15647106|0.047815137|0.18743823|-0.21011102|-0.15147111|0.11398009|-0.08236478|-0.1826448|0.14289734|-0.10635724|0.21286684|-0.14460266|0.027815256|0.19168933|0.09104743|0.15447864|-0.16345948|0.1708711|0.04588301|0.2004365|-0.1369821|0.058792777|-0.14891441|-0.08399538|0.27708703|-0.1102518|-0.14805605|-0.028169375|0.15684849|-0.18783234|-0.22767027|0.18594073|0.025831133|0.088487126|-0.13566872|0.017584678|0.13521083|0.15436879|0.23943931|-0.18507253|-0.15330543|0.21703741|0.09317298|-0.20193923|-0.07233131|-0.11120951|-0.19157311|-0.12886162|0.1734735|0.031147104|-0.12047462|-0.27389923|-0.16839884|0.114747986|-0.20413938|-0.11135082|0.04037682|-0.23364124|-0.20462635|-0.20212238|-0.16078044|0.07891393|-0.21282919|0.18464564|-0.11690327|-0.061102856|-0.13028194|-0.19103697|-0.17961667|0.09589095|-0.14947805|0.120506324|-0.16623239|-0.18268225|-0.21720427|0.23841992|0.16338801|0.18559974|-0.20386736|-0.19177458|0.18307923|0.19701263|0.22322951|-0.20419377|0.06923365|0.16900317|-0.20450485|-0.051171593|0.10225904|0.15883355|-0.08838463|0.057026725
1616;-0.1411813|0.07948552|-0.12419549|-0.16811194|0.027602263|0.26303512|-0.09510484|0.05642875|-0.14610282|-0.0038462654|0.07149|-0.16896673|-0.1794233|0.06664224|-0.1276585|-0.17295098|0.05678764|-0.09379211|0.149201|-0.04682703|-0.009223066|0.07667868|0.15186545|0.097908616|-0.12250698|0.1233809|0.0045352904|0.12529758|-0.08213946|0.09213302|-0.19918813|-0.05700793|0.17697297|-0.12575775|-0.120304085|-0.007810766|0.023312569|-0.04932265|-0.19942544|0.14839038|-0.027194079|0.122224964|-0.18074584|0.03088519|0.07539829|0.18153813|0.16657977|-0.10503763|-0.11358301|0.074597485|0.11898635|-0.12482749|-0.090314314|-0.12473497|-0.15828456|-0.036254402|0.14829096|0.09154068|-0.19720429|-0.14480716|-0.09016509|0.13656494|-0.13055888|-0.12023018|0.15267862|-0.1030215|-0.071940325|-0.20497316|-0.14749645|0.10282831|-0.14205074|0.14516875|-0.0662622|-0.0067968294|-0.12142084|-0.1564048|-0.088638246|0.018452436|-0.14876407|0.19898051|-0.11851668|-0.14979564|-0.0788844|0.10769026|0.09152601|0.13657703|-0.19790208|-0.095338464|0.17736585|0.20593551|0.20692872|-0.16158453|0.08615599|0.20212422|-0.09407751|-0.06491848|0.16055304|0.19031137|-0.03983041|0.09097038
1617;-0.22199017|0.10607486|-0.091398984|-0.20687747|0.09279536|0.2674767|-0.14933455|-0.057533454|-0.2131591|0.07385728|0.18762028|-0.16931692|-0.15874149|0.16453633|-0.14682515|-0.2504416|0.19259077|-0.09880094|0.2359877|-0.14352675|-0.015592117|0.2223613|0.24763359|0.18335903|-0.15345423|0.22623605|-0.03764828|0.09768172|-0.14056113|-0.014638804|-0.21617946|-0.025993187|0.24354133|-0.15433168|-0.16099724|-0.061731007|0.028869595|-0.14828418|-0.2631173|0.097336695|-0.12037673|0.17554551|-0.16282901|0.024779556|0.19939446|0.18935178|0.12567505|-0.041011687|-0.21512213|0.22540006|0.11399224|-0.20632204|-0.14174607|-0.12941965|-0.14196092|-0.11821963|0.1234491|0.054688025|-0.22886074|-0.17486204|-0.22784033|0.12033542|-0.23166443|-0.21947563|0.19388422|-0.19065997|-0.19854379|-0.15592326|-0.2583595|0.11717957|-0.2346019|0.13200925|-0.16956937|-0.05948594|-0.18688318|-0.17488389|-0.11209822|0.12002081|-0.19168617|0.23120058|-0.16588882|-0.17080793|-0.13260186|0.16047703|0.21841305|0.17853983|-0.13824426|-0.20959917|0.2700734|0.24442957|0.14414756|-0.19199884|0.16547246|0.18279561|-0.18307424|-0.092959076|0.13753678|0.124114975|-0.13330938|0.07462907
1618;-0.13612407|0.045929376|-0.1584683|-0.116473585|-0.033248946|0.18276483|-0.23453137|0.00881616|-0.20927139|0.062083088|0.09895444|-0.17443998|-0.23966536|0.17489366|-0.10081138|-0.17589352|0.07449062|-0.13134481|0.24946888|-0.11267544|0.06924296|0.13355733|0.25333878|0.15177757|-0.10689126|0.16201866|0.06344604|0.12938005|-0.1660538|0.05092287|-0.27329874|-0.12029633|0.25510156|-0.22286458|-0.19337076|-0.010681132|0.10698938|-0.12887034|-0.18993506|0.10165198|-0.05394862|0.13535309|-0.233798|-0.0054177456|0.18404984|0.17289798|0.18041691|-0.16063474|-0.13854715|0.14956477|0.0972233|-0.22296464|-0.009809554|-0.20920041|-0.17174156|-0.0031001791|0.13701005|0.08740099|-0.13788335|-0.2106784|-0.19487359|0.10889101|-0.17345148|-0.18715729|0.12210676|-0.17374168|-0.13943596|-0.20769112|-0.2444404|0.079366505|-0.23099357|0.18135786|-0.09962419|-0.02555003|-0.21607125|-0.1558337|-0.13290952|0.12223472|-0.19426058|0.13254707|-0.15995409|-0.16083811|-0.15072075|0.21250679|0.08675876|0.10146393|-0.13172391|-0.16062775|0.16196045|0.28709644|0.18755907|-0.19510214|0.12493737|0.2766899|-0.12643024|-0.09533401|0.15173382|0.20386003|-0.17268574|0.1338013
1619;-0.27674505|0.044643838|-0.15529072|-0.13109758|0.07347219|0.23507027|-0.16513765|-0.002490365|-0.19804427|0.085070774|0.09608415|-0.1573189|-0.18903403|0.088988535|-0.1630684|-0.23904763|0.1384735|-0.0797482|0.22974268|-0.04697355|0.0040570013|0.13498022|0.16672248|0.12982921|-0.11377851|0.24193206|0.0048647476|0.13367204|-0.08473808|0.019653004|-0.17552534|-0.13586542|0.17099544|-0.19605967|-0.22901376|0.00091037154|-0.0048366487|-0.16903663|-0.16535677|0.12556231|-0.005549453|0.17815787|-0.17632276|0.08575006|0.14953074|0.1785383|0.19627401|-0.1212724|-0.136889|0.1408551|0.11742112|-0.2085407|-0.06442606|-0.16524768|-0.14370069|-0.06624518|0.15216519|-0.042495515|-0.14055663|-0.19447693|-0.21389419|0.098930106|-0.14927278|-0.13150217|0.105349526|-0.21496102|-0.1471497|-0.14256437|-0.1754629|0.083833024|-0.19423936|0.16328451|-0.06308988|-0.08119137|-0.17000565|-0.09659275|-0.24487644|0.043996744|-0.17032224|0.15375297|-0.16100955|-0.2361318|-0.1581188|0.1697696|0.12924542|0.14910686|-0.16425392|-0.21868703|0.26650718|0.18732247|0.1829374|-0.12733586|0.14269736|0.20880695|-0.16265576|-0.06520909|0.19314484|0.13397239|-0.07195532|0.08288497
1620;-0.1606253|0.033629607|-0.08955537|-0.13722995|-0.0019088201|0.23351622|-0.21035512|-0.017232262|-0.1670012|0.12286931|0.16925494|-0.123221025|-0.17977135|0.10527152|-0.07596198|-0.18051769|0.09966853|-0.10739972|0.22189459|-0.09529143|-0.033577576|0.17468116|0.16011791|0.12073335|-0.11874546|0.14052048|0.064392254|0.16374634|-0.10267416|-0.0010330193|-0.14382154|-0.077800885|0.20663968|-0.1656079|-0.1897299|-0.03439198|0.09519623|-0.17698912|-0.21709582|0.118305445|-0.09272529|0.17286532|-0.15989098|0.080782145|0.15190431|0.19600672|0.21569633|-0.07132387|-0.112617|0.13841377|0.14600976|-0.107358515|-0.047071498|-0.1570459|-0.22970536|-0.09870216|0.15644127|0.063928336|-0.17233042|-0.24887894|-0.12730767|0.093011394|-0.17966717|-0.16098739|0.15714498|-0.23205718|-0.16698836|-0.19518036|-0.17308927|0.17117621|-0.18131708|0.13741179|-0.045306522|-0.062377762|-0.12868951|-0.15005974|-0.17456734|0.04399285|-0.14074717|0.104766905|-0.15431398|-0.104612514|-0.13358185|0.24097525|0.11567008|0.18766074|-0.13343|-0.13257988|0.20857254|0.24018747|0.17665231|-0.14226612|0.16364336|0.16561016|-0.1380735|-0.034739144|0.10042775|0.21571226|-0.086032525|0.15800187
1621;-0.21127263|0.109755516|-0.12476293|-0.14125822|0.113830835|0.18349557|-0.22946264|0.054296724|-0.17784934|0.121235326|0.17612405|-0.19853108|-0.21055469|0.14848973|-0.078787476|-0.27171338|0.14062995|-0.20398355|0.17508161|-0.12094341|-0.020026948|0.20914172|0.18069896|0.14895009|-0.085590124|0.17206441|0.013006264|0.14082593|-0.1155796|0.08749856|-0.17517057|-0.104658276|0.15149714|-0.17518656|-0.1720732|-0.008254676|0.08354629|-0.16525282|-0.1923783|0.12921615|-0.05397629|0.15687327|-0.11451093|0.04216272|0.13660283|0.140503|0.19556034|-0.119620085|-0.22458772|0.12841971|0.18333101|-0.21702532|-0.06423229|-0.20645809|-0.18235065|-0.060204133|0.17431134|0.06703646|-0.17431083|-0.24166639|-0.15728375|0.13081224|-0.17344667|-0.12717529|0.1566121|-0.15908532|-0.2025235|-0.21524258|-0.19729169|0.055734664|-0.17894253|0.11993412|-0.11671877|-0.015752528|-0.15550207|-0.112454064|-0.108389765|0.07441977|-0.1871485|0.22712782|-0.21588248|-0.20099305|-0.1485252|0.2653696|0.21947193|0.18871054|-0.17898591|-0.18179141|0.17078207|0.26839724|0.19613475|-0.22553477|0.23526716|0.19271342|-0.19109982|-0.009252187|0.10758583|0.18664195|-0.12844415|0.1060804
1622;-0.122470655|0.05557231|-0.14103988|-0.16228679|0.11102228|0.19762546|-0.2185771|-0.028820515|-0.23329291|0.07483059|0.17832074|-0.22888486|-0.15395395|0.033426613|-0.10467222|-0.16465113|0.09441614|-0.16711402|0.16251262|-0.1273109|0.04773645|0.14601837|0.11554297|0.14363547|-0.14253983|0.20156316|0.015841978|0.11643827|-0.16388702|0.08687005|-0.13153195|-0.06297594|0.21453212|-0.12678844|-0.15949388|-0.050559685|0.11286405|-0.077393055|-0.08159846|0.109052755|-0.097929806|0.12098485|-0.1966178|0.023554025|0.13483083|0.23535177|0.18121648|-0.08395278|-0.08390899|0.11514583|0.06184277|-0.20175587|-0.10093111|-0.21279205|-0.19020596|-0.117547646|0.16013871|0.0059323534|-0.23093745|-0.13418001|-0.11449407|0.13284254|-0.16116609|-0.11925399|0.12742282|-0.15861766|-0.21771273|-0.2318275|-0.19408974|0.13342124|-0.132859|0.15989263|-0.13410546|-0.07651938|-0.088884264|-0.1686349|-0.1955094|0.1260256|-0.15913257|0.20020083|-0.15249376|-0.14600423|-0.14476398|0.22557996|0.101974964|0.16811694|-0.16748486|-0.12733807|0.14783406|0.23357767|0.16697505|-0.18370868|0.1237682|0.147538|-0.22242764|-0.043423265|0.13349365|0.19312218|-0.048275452|0.11339085
1623;-0.14034033|-0.0035464168|-0.058451943|-0.1976403|0.13043728|0.22323754|-0.11321027|0.05313213|-0.15168437|0.020604968|0.069712326|-0.09673339|-0.21911758|0.12025294|-0.12170856|-0.15100433|0.13353439|-0.15271707|0.12732172|-0.025587201|0.034402676|0.13162875|0.18393445|0.07388232|-0.044156887|0.113311246|-0.008930899|0.06635282|-0.15641765|0.017710641|-0.118170924|-0.12253809|0.18635651|-0.10477299|-0.2107896|-0.029656893|0.047411878|-0.07107842|-0.16676186|0.09942164|0.008666515|0.050548166|-0.16165268|0.058922887|0.1601806|0.11514382|0.20327309|-0.13756683|-0.16499409|0.052549265|0.11642688|-0.18149866|-0.08582378|-0.09070629|-0.17023452|-0.014842726|0.13558513|0.035197854|-0.15263842|-0.17603615|-0.18400308|0.06927549|-0.1422933|-0.10017353|0.07591283|-0.21577357|-0.18305624|-0.14121054|-0.15021904|0.02667749|-0.16188912|0.096015595|-0.077037185|-0.061393593|-0.09112196|-0.1835874|-0.1358522|0.08511415|-0.11692932|0.16109107|-0.14566511|-0.09496285|-0.042127393|0.11325538|0.11555088|0.14981565|-0.08593971|-0.13468288|0.18052714|0.22464095|0.1601241|-0.2024343|0.14613385|0.23955029|-0.15173665|-0.011825699|0.09116758|0.17817354|-0.036129586|0.0706216
1624;-0.14939585|0.047622938|-0.12532736|-0.1363203|0.08465339|0.1872618|-0.15000167|-0.011596919|-0.14401323|0.10075551|0.15800466|-0.10974063|-0.13985251|0.15210573|-0.086130604|-0.22303306|0.1396062|-0.12350569|0.13370416|-0.07291801|0.005771676|0.14958829|0.1781187|0.14334454|-0.035998337|0.09306985|-0.04437761|0.09237921|-0.109481305|0.06469902|-0.13813826|-0.070112966|0.18785632|-0.11977439|-0.22118665|0.029126953|0.050404795|-0.14376006|-0.166355|0.12068483|0.010197841|0.12342437|-0.103094846|0.033385105|0.1262927|0.22722438|0.17289384|-0.12960371|-0.10706876|0.05841183|0.095909275|-0.13399923|-0.10110248|-0.09761765|-0.18975158|-0.07110117|0.050380543|0.011454247|-0.12899396|-0.22796246|-0.18704613|0.080482066|-0.17699453|-0.13457091|0.11446827|-0.1891277|-0.14197591|-0.14037323|-0.14555596|0.08054358|-0.22199276|0.16912076|-0.05207106|-0.07042748|-0.10978515|-0.16032332|-0.068823144|0.075177655|-0.1332739|0.21719445|-0.13668197|-0.1386005|-0.11108185|0.17042407|0.15085104|0.17155194|-0.10637099|-0.13041411|0.10219349|0.1967144|0.17215092|-0.2083163|0.08866851|0.21452692|-0.16563164|-0.010143567|0.13716383|0.13220768|-0.08723961|0.08342368
1625;-0.25669703|0.083715975|-0.16106938|-0.1298357|0.07544699|0.23080163|-0.25064248|-0.049376972|-0.16412267|0.08412632|0.17648025|-0.15705152|-0.23463139|0.09673937|-0.1382021|-0.17323416|0.15217784|-0.16870701|0.23795688|-0.14238231|-0.007443875|0.0746864|0.16487803|0.061067928|-0.073700234|0.15200615|-0.004901199|0.15548457|-0.18117353|0.021034665|-0.17010713|-0.034493554|0.18071787|-0.115132615|-0.20309263|-0.00054655224|0.08673972|-0.04898043|-0.13729556|0.11701087|-0.04223984|0.14899203|-0.10552868|0.08304685|0.11941111|0.14717057|0.15184917|-0.04458208|-0.16471863|0.13464825|0.14062425|-0.09232117|-0.15627655|-0.22069836|-0.11660799|-0.117262304|0.11990604|0.09611435|-0.20024502|-0.22904286|-0.13519526|0.14976755|-0.20929237|-0.14506122|0.1420342|-0.23295254|-0.14907284|-0.20499949|-0.18974805|0.11644509|-0.25235197|0.057157174|-0.06078993|-0.03618652|-0.19742547|-0.15821472|-0.1235793|0.0773952|-0.13499674|0.16159855|-0.20041515|-0.14934069|-0.1052676|0.20919332|0.16116439|0.18076007|-0.22433698|-0.19217712|0.16456175|0.21609579|0.19430329|-0.17132585|0.078052476|0.25849527|-0.19295543|-0.03982405|0.12665486|0.23787916|-0.14935319|0.19288275
1626;-0.15898523|0.09423955|-0.10980071|-0.16240002|0.021714535|0.19847158|-0.17419674|0.0028175358|-0.22883424|0.06049843|0.093521|-0.13292013|-0.19957927|0.0860502|-0.17908654|-0.116087176|0.14879696|-0.09838818|0.1359218|-0.032776296|0.05913932|0.10046026|0.1590333|0.14403135|-0.15190913|0.15342739|-0.071281694|0.102211036|-0.10073903|0.093240514|-0.13705294|-0.1262381|0.2056221|-0.20930725|-0.20826073|0.0051444564|0.07006714|-0.108431436|-0.0980048|0.13920026|-0.07271645|0.081303135|-0.16545372|0.071367905|0.23905912|0.20250067|0.1629873|-0.079635896|-0.22080699|0.13551213|0.14948112|-0.11416049|-0.07124758|-0.108212024|-0.17963572|-0.033888668|0.08082082|-0.0057793073|-0.24128038|-0.20268765|-0.1341297|0.1076878|-0.13349962|-0.12989365|0.09480842|-0.23384075|-0.08720982|-0.20971508|-0.20061497|0.093315214|-0.1837139|0.08219281|-0.1364415|-0.048967134|-0.16642198|-0.12793705|-0.18080407|0.07839917|-0.16134916|0.18728961|-0.17757195|-0.17428327|-0.1103703|0.17287913|0.10024595|0.1906249|-0.077375434|-0.19770028|0.16916326|0.2374942|0.16561559|-0.1291715|0.11101389|0.20311005|-0.13181224|-0.007276047|0.18043503|0.17008354|-0.11967458|0.059614494
1627;-0.26448026|0.072907016|-0.12794626|-0.22502202|0.016759865|0.24974823|-0.18132983|-0.031049188|-0.15852895|0.08264799|0.086007446|-0.17136636|-0.10938978|0.13628188|-0.03233181|-0.24995682|0.13598728|-0.12680212|0.21870044|-0.08424388|0.041606758|0.11869276|0.114854|0.093420014|-0.10734881|0.09979853|0.0020088586|0.1542953|-0.16011876|0.03289579|-0.10009402|-0.056061182|0.1633809|-0.10474758|-0.10796405|-0.09890771|0.03559335|-0.08418455|-0.2609353|0.13793936|-0.024272056|0.0841569|-0.13873911|0.0058063082|0.12453088|0.14787316|0.2505389|-0.106535554|-0.19396453|0.18032469|0.10335689|-0.19580594|-0.15881148|-0.13918412|-0.15246978|-0.02235286|0.13439615|0.023757089|-0.23019898|-0.190787|-0.11011197|0.16240391|-0.17499316|-0.16124384|0.0743458|-0.23044126|-0.20189744|-0.12574844|-0.156809|0.10016229|-0.23520751|0.15039457|-0.0911974|-0.04433305|-0.11588635|-0.1369743|-0.0921585|0.044996027|-0.18291646|0.2246532|-0.14804317|-0.12254252|-0.17383492|0.15897952|0.12899555|0.14579964|-0.13670932|-0.23998886|0.24897577|0.20678006|0.20234719|-0.18684982|0.17088756|0.27015483|-0.1427086|0.021752719|0.19314434|0.11129149|-0.12274813|0.059714075
1628;-0.20186867|0.093565375|-0.17687295|-0.19087386|0.059746314|0.18799064|-0.1411282|0.051782973|-0.14459957|0.04345004|0.056604892|-0.19105247|-0.13486633|0.13948312|-0.13297695|-0.19922274|0.17726555|-0.17952012|0.18680511|-0.11197263|0.0662197|0.1534942|0.13673234|0.16203311|-0.17847669|0.11078398|0.038308255|0.12788746|-0.1466109|0.01856634|-0.19529697|-0.07329981|0.1704109|-0.1518382|-0.18467411|-0.024950344|0.078259975|-0.1774809|-0.19222866|0.15390533|-0.09101114|0.14573832|-0.17913623|-0.021933526|0.19030823|0.13318081|0.17791939|-0.06254575|-0.16565184|0.14392368|0.08233027|-0.15521108|-0.105764695|-0.11630769|-0.13435002|-0.071908|0.111209095|0.059465073|-0.124483675|-0.21682495|-0.11396641|0.2079202|-0.1463305|-0.16607487|0.13847129|-0.122342005|-0.08570903|-0.15978171|-0.2038394|0.027985029|-0.26499984|0.08468652|-0.058590848|-0.04488708|-0.20771007|-0.06784364|-0.1013031|0.15126625|-0.12952869|0.19248514|-0.149296|-0.13177888|-0.1253601|0.23627688|0.17465174|0.12809095|-0.18719035|-0.2126447|0.219989|0.21728747|0.117454216|-0.1810792|0.17785706|0.24716425|-0.21949357|-0.0662673|0.2143348|0.13861853|-0.059460025|0.047926843
